Course Name,Partner,Difficulty Level
"Administración de Empresas","Universidad de Palermo","BEGINNER"
"Hotel Front Office Operations","Dubai College of Tourism","BEGINNER"
"An Introduction to Accessibility and Inclusive Design","University of Illinois Urbana-Champaign","BEGINNER"
"Introduction to the Biology of Cancer","Johns Hopkins University","BEGINNER"
"Homeland Security and Cybersecurity","University of Colorado System","BEGINNER"
"Data Visualization with Advanced Excel","PwC","BEGINNER"
"Human Rights for Open Societies","Utrecht University","BEGINNER"
"Mathematics for Machine Learning: Multivariate Calculus","Imperial College London","BEGINNER"
"Social Impact Strategy: Tools for Entrepreneurs and Innovators","University of Pennsylvania","BEGINNER"
"Liberty Mutual Insurance Sales Agent","Liberty Mutual Insurance","BEGINNER"
"Diseño y Gestión de Proyectos de Desarrollo","Banco Interamericano de Desarrollo","BEGINNER"
"Social Media Marketing in Practice","Digital Marketing Institute","BEGINNER"
"Convolutional Neural Networks in TensorFlow","DeepLearning.AI","INTERMEDIATE"
"The Economics of AI","University of Virginia","ADVANCED"
"Introduction to Cloud Computing","IBM","BEGINNER"
"Six Sigma and the Organization (Advanced)","Kennesaw State University","INTERMEDIATE"
"3D Printing and Additive Manufacturing","University of Illinois Urbana-Champaign","BEGINNER"
"Everyday Excel","University of Colorado Boulder","BEGINNER"
"English for Journalism","University of Pennsylvania","MIXED"
"Introduction to Machine Learning","Duke University","INTERMEDIATE"
"Blockchain: Foundations and Use Cases","ConsenSys Academy","BEGINNER"
"Product Management: Foundations & Stakeholder Collaboration","SkillUp","BEGINNER"
"Building Smarter: BIM in Practice","L&T EduTech","INTERMEDIATE"
"Six Sigma White Belt","Packt","INTERMEDIATE"
"Business Strategies for A Better World","University of Pennsylvania","BEGINNER"
"Introduction to 3D Modeling","University of Michigan","BEGINNER"
"Introduction to HTML, CSS, & JavaScript","IBM","BEGINNER"
"Introduction to Financial Analysis - The "Why?"","University of Illinois Urbana-Champaign","BEGINNER"
"Ciberseguridad","Universidad de los Andes","BEGINNER"
"Introduction to Chemistry:  Structures and Solutions","Duke University","BEGINNER"
"Version Control","Meta","BEGINNER"
"Teach English Now! Technology Enriched Teaching","Arizona State University","BEGINNER"
"Marketing Digital","Universidade de São Paulo","BEGINNER"
"Inspired Leadership","Case Western Reserve University","INTERMEDIATE"
"Introduction to Google SEO","University of California, Davis","BEGINNER"
"RNA Biology with Eterna","Stanford University","BEGINNER"
"Financial Acumen for Non-Financial Managers","University of Pennsylvania","BEGINNER"
"Data Science Math Skills","Duke University","BEGINNER"
"The Science of Training Young Athletes","University of Florida","BEGINNER"
"Global Environmental Management","Technical University of Denmark (DTU)","INTERMEDIATE"
"Black Canadians: History, Presence, and Anti-Racist Futures","University of Alberta","BEGINNER"
"Avionics and Aircraft Systems: Fundamentals","Coursera Instructor Network","BEGINNER"
"Good with Words: Speaking and Presenting","University of Michigan","BEGINNER"
"Math Prep: College & Work Ready","University of North Texas","BEGINNER"
"Psicología","Universidad de Palermo","BEGINNER"
"Resilience for Everyone","Arizona State University","BEGINNER"
"Functional Programming in Scala","École Polytechnique Fédérale de Lausanne","INTERMEDIATE"
"Design Thinking and Innovation","IIT Bombay","BEGINNER"
"Foundations of AI and Machine Learning","Microsoft","INTERMEDIATE"
"Liderazgo y habilidades de negociación","Tecnológico de Monterrey","ADVANCED"
"Geospatial Techniques for Engineers","L&T EduTech","ADVANCED"
"Semiconductor Packaging","Arizona State University","BEGINNER"
"Data Mining","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Nanotechnology: A Maker’s Course","Duke University","MIXED"
"How to Read a Novel","The University of Edinburgh","BEGINNER"
"AI and Public Health","DeepLearning.AI","BEGINNER"
"Value-Based Care","University of Houston","BEGINNER"
"AI-Powered Business Operations","Starweaver","INTERMEDIATE"
"Ancient Philosophy: Plato & His Predecessors","University of Pennsylvania","MIXED"
"Engineering Health: Introduction to Yoga and Physiology","New York University","BEGINNER"
"Social Norms, Social Change I","University of Pennsylvania","BEGINNER"
"Personal Productivity, Time Management and Prioritization","Starweaver","INTERMEDIATE"
"Innovation: From Creativity to Entrepreneurship","University of Illinois Urbana-Champaign","BEGINNER"
"Real Estate Financial Modeling","Coursera Instructor Network","BEGINNER"
"Practical Quantum Computing with IBM Qiskit for Beginners","Packt","BEGINNER"
"AI in Supply Chain Forecasting and Risk Management","Coursera Instructor Network","BEGINNER"
"Getting Started With Music Theory","Michigan State University","BEGINNER"
"Interviewing and Resume Writing in English","University of Maryland, College Park","INTERMEDIATE"
"Nutrición y obesidad: control de sobrepeso","Universidad Nacional Autónoma de México","BEGINNER"
"Impact Investment Finance","Duke University","BEGINNER"
"Diseño de Experiencia del Usuario (UX) de Google","Google","BEGINNER"
"Digital Transformation Leader","Starweaver","INTERMEDIATE"
"Introduction to Data Engineering","IBM","BEGINNER"
"Introduction to Google Agentspace","Google Cloud","BEGINNER"
"Doing more with Google Sheets","Google Cloud","BEGINNER"
"Travel Agency Operations","Dubai College of Tourism","BEGINNER"
"Discover Yourself, Build Relationships, and Navigate Groups","American Psychological Association","BEGINNER"
"Teaching EFL/ESL Reading: A Task Based Approach","University of London","INTERMEDIATE"
"Introduction to Project Management ","IBM","BEGINNER"
"Liabilities and Equity in Accounting","Intuit","BEGINNER"
"Become a Journalist: Report the News!","Michigan State University","BEGINNER"
"IA en el Deporte: El Enfoque de un Club","Real Madrid Graduate School Universidad Europea","BEGINNER"
"Fundamental Sports related Musculoskeletal Anatomy","The Chinese University of Hong Kong","BEGINNER"
"Sales Operations/Management","West Virginia University","BEGINNER"
"Fundamentals of Good Clinical Practice: Prep and Personnel","Novartis","BEGINNER"
"Introduction to Model-Based Systems Engineering","Siemens","BEGINNER"
"Introduction to Git and GitHub","Google","BEGINNER"
"Capstone: Retrieving, Processing, and Visualizing Data with Python","University of Michigan","BEGINNER"
"Regression Analysis: Simplify Complex Data Relationships","Google","ADVANCED"
"Claves para la innovación en la docencia universitaria","Universitat de Barcelona","MIXED"
"Visual Elements of User Interface Design","California Institute of the Arts","BEGINNER"
"Security & Safety Challenges in a Globalized World","Universiteit Leiden","BEGINNER"
"The Payroll Cycle","Automatic Data Processing, Inc. (ADP)","BEGINNER"
"From the Big Bang to Dark Energy","The University of Tokyo","BEGINNER"
"Python for Finance: Investment Fundamentals & Data Analytics","Packt","INTERMEDIATE"
"Trustworthy Generative AI","Vanderbilt University","BEGINNER"
"Sustainable Agricultural Land Management","University of Florida","BEGINNER"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future","University of Copenhagen","BEGINNER"
"Creating Change through Social Entrepreneurship","Yale University","BEGINNER"
"AI for Grant Writing","Kennesaw State University","BEGINNER"
"Mountains 101","University of Alberta","MIXED"
"Introduction to Dental Terminology","University of Pittsburgh","BEGINNER"
"Positive Psychology: Resilience Skills","University of Pennsylvania","BEGINNER"
"Microsoft PL-300 Exam Preparation and Practice","Microsoft","BEGINNER"
"Paleontology: Theropod Dinosaurs and the Origin of Birds","University of Alberta","MIXED"
"Measure and Optimize Social Media Marketing Campaigns","Meta","BEGINNER"
"Supply Chain Management and Analytics","Unilever","BEGINNER"
"Gamification","University of Pennsylvania","MIXED"
"Start Your Freelance Video Editing Career","Skillshare","BEGINNER"
"ISC2 Healthcare Certificate","ISC2","BEGINNER"
"Accounting for Decision Making","University of Michigan","INTERMEDIATE"
"Applied Sustainability for Technical Managers","University of Colorado Boulder","INTERMEDIATE"
"Epidemiology for Public Health","Imperial College London","BEGINNER"
"Lending, Crowdfunding, and Modern Investing","University of Pennsylvania","BEGINNER"
"Introduction to Game Design","Epic Games","BEGINNER"
"Preparing to Manage Human Resources","University of Minnesota","MIXED"
"Introduction to Risk Management","New York Institute of Finance","BEGINNER"
"Cyber Security Fundamentals","University of London","BEGINNER"
"Introduction to Ancient Egypt and Its Civilization","University of Pennsylvania","INTERMEDIATE"
"Chicken Behaviour and Welfare","The University of Edinburgh","MIXED"
"Entrepreneurial Finance: Strategy and Innovation","Duke University","INTERMEDIATE"
"DevOps and AI on AWS","Amazon Web Services","BEGINNER"
"SAP S/4HANA: From ABAP to Cloud-Ready Applications","Board Infinity","INTERMEDIATE"
"CompTIA Security+ Certification (SY0-701): The Total Course","Packt","INTERMEDIATE"
"Developing Your Musicianship","Berklee","BEGINNER"
"Chinese for HSK 1","Peking University","BEGINNER"
"Sequences, Time Series and Prediction","DeepLearning.AI","INTERMEDIATE"
"Developing Applications with Google Cloud","Google Cloud","INTERMEDIATE"
"Accelerate Your Learning with ChatGPT","Deep Teaching Solutions","BEGINNER"
"PMP Certification","Pearson","BEGINNER"
"Seeing Through Photographs","The Museum of Modern Art","BEGINNER"
"Introduction to Business Analysis","IBM","BEGINNER"
"Lean Six Sigma - Green Belt ","Packt","BEGINNER"
"Machine Learning for All","University of London","BEGINNER"
"Renewable Energy & Power Evacuation","L&T EduTech","BEGINNER"
"Lean Six Sigma - Yellow Belt","Packt","BEGINNER"
"Version Control with Git","Atlassian","MIXED"
"The Nuts and Bolts of Machine Learning","Google","ADVANCED"
"Sharpened Visions: A Poetry Workshop","California Institute of the Arts","BEGINNER"
"Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential","McMaster University","BEGINNER"
"Algorithmic Toolbox","University of California San Diego","INTERMEDIATE"
"Accounting Analytics","University of Pennsylvania","MIXED"
"Docker Certified Associate (DCA)","LearnKartS","BEGINNER"
"The STATA OMNIBUS: Regression and Modelling with STATA","Packt","BEGINNER"
"Explainable AI (XAI)","Duke University","INTERMEDIATE"
"Happiness: Science, Practice and Ancient Indian Wisdom","IIMA - IIM Ahmedabad","INTERMEDIATE"
"The Finite Element Method for Problems in Physics","University of Michigan","INTERMEDIATE"
"Governmental Accounting and Reporting I ","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Chemical Biology","University of Geneva","INTERMEDIATE"
"Globalization, Economic Growth and Stability","IE Business School","INTERMEDIATE"
"Fundamental Skills in Engineering Design","University of Leeds","BEGINNER"
"ISTQB Foundation Level Software Testing  Certification Prep","Board Infinity","BEGINNER"
"Graphic Design","Adobe","MIXED"
"Migrations internationales : un enjeu mondial","Sciences Po","BEGINNER"
"Leading: Human Resource Management and Leadership","Macquarie University","INTERMEDIATE"
"Privacy Law and Data Protection","University of Pennsylvania","MIXED"
"C# Programming for Unity Game Development","University of Colorado System","BEGINNER"
"Mindfulness and Well-being","Rice University","BEGINNER"
"Introduction to Intellectual Property","University of Pennsylvania","BEGINNER"
"Embedded Software Development with C","EDUCBA","INTERMEDIATE"
"Business English for Non-Native Speakers","The Hong Kong University of Science and Technology","BEGINNER"
"Creative Designing in Power BI ","Microsoft","BEGINNER"
"Claves para la igualdad de género","Universidad Nacional Autónoma de México","BEGINNER"
"AI-Powered Business Analysis: Excel, KPIs & GenAI","Coursera Instructor Network","INTERMEDIATE"
"Introduction to Networking","NVIDIA","BEGINNER"
"Healthcare Analytics Essentials ","Northeastern University","BEGINNER"
"A Bridge to the World: Korean Language for Intermediate1 ","Sungkyunkwan University","INTERMEDIATE"
"Introduction to Cybersecurity Fundamentals","Coursera Instructor Network","BEGINNER"
"Introduction to Dental Medicine","University of Pennsylvania","BEGINNER"
"Positive Psychology: Applications and Interventions","University of Pennsylvania","BEGINNER"
"Dirección y Gestión de Negocios","Universidad de Palermo","BEGINNER"
"Fundamentos Estratégicos Empresariales","Universidad Nacional Autónoma de México","BEGINNER"
"Microsoft Azure Data Fundamentals DP-900 Exam Prep","Microsoft","BEGINNER"
"Modeling Risk and Realities","University of Pennsylvania","MIXED"
"Requirements Writing","UNSW Sydney (The University of New South Wales)","MIXED"
"SQL Foundations","Microsoft","BEGINNER"
"Creating Engaging Content for Instagram","Coursera","BEGINNER"
"HTML, CSS, and Javascript for Web Developers","Johns Hopkins University","BEGINNER"
"Introduction to Data Analytics in Google Cloud","Google Cloud","BEGINNER"
"Data for Business Analysts Using Microsoft Excel","Microsoft","BEGINNER"
