Category,Institution,Course,Fees,Type,Location
Medical,"AIIMS Kalyani - All India Institute of Medical Sciences Kalyani","Not Available","Ownership: Public/Govt Kalyani, West Bengal Rating: 5.0/51 Reviews AIIMS Kalyani - All India Institute of Medical Sciences Kalyani Ownership: Public/Govt Kalyani, West Bengal Rating: 5.0/51 Reviews MBBS Exams: NEET Fees : ₹9.50 K Admissions Courses Facilities Brochure Enquire Compare","Ownership: Public/Govt Kalyani, West Bengal Rating: 5.0/51 Reviews AIIMS Kalyani - All India Institute of Medical Sciences Kalyani Ownership: Public/Govt Kalyani, West Bengal Rating: 5.0/51 Reviews MBBS Exams: NEET Fees : ₹9.50 K Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AIIMS Madurai - All India Institute of Medical Sciences Madurai","Not Available","Ownership: Public/Govt Madurai, Tamil Nadu AIIMS Madurai - All India Institute of Medical Sciences Madurai Ownership: Public/Govt Madurai, Tamil Nadu MBBS Exams: NEET Fees : ₹6.88 K Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Public/Govt Madurai, Tamil Nadu AIIMS Madurai - All India Institute of Medical Sciences Madurai Ownership: Public/Govt Madurai, Tamil Nadu MBBS Exams: NEET Fees : ₹6.88 K Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Madurai - All India Institute of Medical Sciences Madurai","Not Available","Ownership: Public/Govt Madurai, Tamil Nadu AIIMS Madurai - All India Institute of Medical Sciences Madurai Ownership: Public/Govt Madurai, Tamil Nadu MBBS Exams: NEET Fees : ₹6.88 K Admissions Courses Facilities Brochure Enquire Compare","Ownership: Public/Govt Madurai, Tamil Nadu AIIMS Madurai - All India Institute of Medical Sciences Madurai Ownership: Public/Govt Madurai, Tamil Nadu MBBS Exams: NEET Fees : ₹6.88 K Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri","Not Available","Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri","Not Available","Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews AIIMS Mangalagiri - All India Institute of Medical Sciences Mangalagiri Ownership: Public/Govt Mangalagiri, Andhra Pradesh Rating: 4.8/51 Reviews MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AIIMS Nagpur - All India Institute of Medical Sciences Nagpur","Not Available","Ownership: Public/Govt Nagpur, Maharashtra AIIMS Nagpur - All India Institute of Medical Sciences Nagpur Ownership: Public/Govt Nagpur, Maharashtra MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Ownership: Public/Govt Nagpur, Maharashtra AIIMS Nagpur - All India Institute of Medical Sciences Nagpur Ownership: Public/Govt Nagpur, Maharashtra MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 600+ Brochures downloaded so far 600+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Nagpur - All India Institute of Medical Sciences Nagpur","Not Available","Ownership: Public/Govt Nagpur, Maharashtra AIIMS Nagpur - All India Institute of Medical Sciences Nagpur Ownership: Public/Govt Nagpur, Maharashtra MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt Nagpur, Maharashtra AIIMS Nagpur - All India Institute of Medical Sciences Nagpur Ownership: Public/Govt Nagpur, Maharashtra MBBS Exams: NEET Fees : ₹6.79 K Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AIIMS Delhi - All India Institute of Medical Sciences New Delhi","Not Available","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 5000+ Brochures downloaded so far 5000+ Brochures downloaded so far","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 5000+ Brochures downloaded so far 5000+ Brochures downloaded so far","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 5000+ Brochures downloaded so far 5000+ Brochures downloaded so far"
Medical,"AIIMS Delhi - All India Institute of Medical Sciences New Delhi","Not Available","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews AIIMS Delhi - All India Institute of Medical Sciences New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.6/524 Reviews NIRF Ranking: 1 Careers360 Ranking : 1 NIRF Ranking: 1 Careers360 Ranking : 1 MBBS Exams: NEET Fees : ₹6.79 K D.M. (26 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Medical,"AIIMS Patna - All India Institute of Medical Sciences Patna","Not Available","Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews AIIMS Patna - All India Institute of Medical Sciences Patna Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews NIRF Ranking: 27 Careers360 Ranking : 20 NIRF Ranking: 27 Careers360 Ranking : 20 MBBS Exams: NEET Fees : ₹6.79 K M.D. (18 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews AIIMS Patna - All India Institute of Medical Sciences Patna Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews NIRF Ranking: 27 Careers360 Ranking : 20 NIRF Ranking: 27 Careers360 Ranking : 20 MBBS Exams: NEET Fees : ₹6.79 K M.D. (18 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Patna - All India Institute of Medical Sciences Patna","Not Available","Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews AIIMS Patna - All India Institute of Medical Sciences Patna Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews NIRF Ranking: 27 Careers360 Ranking : 20 NIRF Ranking: 27 Careers360 Ranking : 20 MBBS Exams: NEET Fees : ₹6.79 K M.D. (18 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews AIIMS Patna - All India Institute of Medical Sciences Patna Ownership: Public/Govt Patna, Bihar Rating: 4.8/52 Reviews NIRF Ranking: 27 Careers360 Ranking : 20 NIRF Ranking: 27 Careers360 Ranking : 20 MBBS Exams: NEET Fees : ₹6.79 K M.D. (18 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AIIMS Raebareli - All India Institute of Medical Sciences Raebareli","Not Available","Ownership: Public/Govt Raebareli, Uttar Pradesh AIIMS Raebareli - All India Institute of Medical Sciences Raebareli Ownership: Public/Govt Raebareli, Uttar Pradesh MBBS Exams: NEET Fees : ₹7.09 K Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Public/Govt Raebareli, Uttar Pradesh AIIMS Raebareli - All India Institute of Medical Sciences Raebareli Ownership: Public/Govt Raebareli, Uttar Pradesh MBBS Exams: NEET Fees : ₹7.09 K Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Raebareli - All India Institute of Medical Sciences Raebareli","Not Available","Ownership: Public/Govt Raebareli, Uttar Pradesh AIIMS Raebareli - All India Institute of Medical Sciences Raebareli Ownership: Public/Govt Raebareli, Uttar Pradesh MBBS Exams: NEET Fees : ₹7.09 K Admissions Courses Facilities Brochure Enquire Compare","Ownership: Public/Govt Raebareli, Uttar Pradesh AIIMS Raebareli - All India Institute of Medical Sciences Raebareli Ownership: Public/Govt Raebareli, Uttar Pradesh MBBS Exams: NEET Fees : ₹7.09 K Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AIIMS Raipur - All India Institute of Medical Sciences Raipur","Not Available","Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews AIIMS Raipur - All India Institute of Medical Sciences Raipur Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews NIRF Ranking: 31 Careers360 Ranking : 17 NIRF Ranking: 31 Careers360 Ranking : 17 MBBS Exams: NEET Fees : ₹6.79 K M.D. (20 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews AIIMS Raipur - All India Institute of Medical Sciences Raipur Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews NIRF Ranking: 31 Careers360 Ranking : 17 NIRF Ranking: 31 Careers360 Ranking : 17 MBBS Exams: NEET Fees : ₹6.79 K M.D. (20 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Raipur - All India Institute of Medical Sciences Raipur","Not Available","Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews AIIMS Raipur - All India Institute of Medical Sciences Raipur Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews NIRF Ranking: 31 Careers360 Ranking : 17 NIRF Ranking: 31 Careers360 Ranking : 17 MBBS Exams: NEET Fees : ₹6.79 K M.D. (20 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews AIIMS Raipur - All India Institute of Medical Sciences Raipur Ownership: Public/Govt Raipur, Chhattisgarh Rating: 4.3/53 Reviews NIRF Ranking: 31 Careers360 Ranking : 17 NIRF Ranking: 31 Careers360 Ranking : 17 MBBS Exams: NEET Fees : ₹6.79 K M.D. (20 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AIIMS Rajkot - All India Institute of Medical Sciences Rajkot","Not Available","Not Available","Ownership: Public/Govt Rajkot, Gujarat AIIMS Rajkot - All India Institute of Medical Sciences Rajkot Ownership: Public/Govt Rajkot, Gujarat MBBS Exams: NEET Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Rajkot - All India Institute of Medical Sciences Rajkot","Not Available","Not Available","Ownership: Public/Govt Rajkot, Gujarat AIIMS Rajkot - All India Institute of Medical Sciences Rajkot Ownership: Public/Govt Rajkot, Gujarat MBBS Exams: NEET Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh","Not Available","Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews NIRF Ranking: 13 Careers360 Ranking : 5 NIRF Ranking: 13 Careers360 Ranking : 5 MBBS Exams: NEET Fees : ₹6.79 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews NIRF Ranking: 13 Careers360 Ranking : 5 NIRF Ranking: 13 Careers360 Ranking : 5 MBBS Exams: NEET Fees : ₹6.79 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Not Available"
Medical,"AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh","Not Available","Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews NIRF Ranking: 13 Careers360 Ranking : 5 NIRF Ranking: 13 Careers360 Ranking : 5 MBBS Exams: NEET Fees : ₹6.79 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews AIIMS Rishikesh - All India Institute of Medical Sciences Rishikesh Ownership: Public/Govt Rishikesh, Uttarakhand Rating: 4.7/57 Reviews NIRF Ranking: 13 Careers360 Ranking : 5 NIRF Ranking: 13 Careers360 Ranking : 5 MBBS Exams: NEET Fees : ₹6.79 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"AIIPMR Mumbai - All India Institute of Physical Medicine and Rehabilitation, Mumbai","Not Available","Not Available","Ownership: Public/Govt Mumbai, Maharashtra AIIPMR Mumbai - All India Institute of Physical Medicine and Rehabilitation, Mumbai Ownership: Public/Govt Mumbai, Maharashtra Bachelor of Prosthetics and Orthotics Ph.D (2 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Ownership: Public/Govt Mumbai, Maharashtra AIIPMR Mumbai - All India Institute of Physical Medicine and Rehabilitation, Mumbai Ownership: Public/Govt Mumbai, Maharashtra Bachelor of Prosthetics and Orthotics Ph.D (2 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far"
